mesa,habilitados,votaron,positivos,participacion,502 CAMBIEMOS,% 502 CAMBIEMOS
3996,347,259,224,74.64,140,56.68
3998,347,259,224,74.64,166,66.14
4422,347,259,224,74.64,145,58.23
4478,347,259,224,74.64,122,48.8
4511,347,259,224,74.64,134,52.76
4985,347,259,224,74.64,113,47.48
5077,343,256,224,74.64,116,47.93
5086,343,256,224,74.64,123,50.83
7995,343,256,224,74.64,105,42.86
872,339,253,224,74.63,109,45.42
1266,339,253,224,74.63,126,51.43
1276,339,253,224,74.63,132,54.1
1478,339,253,224,74.63,114,45.6
1793,339,253,224,74.63,118,47.77
3135,335,250,224,74.63,153,62.7
5965,335,250,224,74.63,134,59.29
6925,339,253,224,74.63,115,47.52
8299,335,250,224,74.63,90,37.97
3296,327,244,224,74.62,127,54.04
7867,331,247,224,74.62,101,41.91
7875,331,247,224,74.62,69,30.94
5233,323,241,224,74.61,87,37.99
5883,323,241,224,74.61,73,32.44
4154,252,188,224,74.6,113,62.43
7131,315,235,224,74.6,51,22.77
5755,303,226,224,74.59,101,47.42
7937,307,229,224,74.59,86,39.09
6688,236,176,224,74.58,69,39.88
600,346,258,224,74.57,144,56.92
1858,346,258,224,74.57,128,50.59
1877,346,258,224,74.57,99,39.92
2455,346,258,224,74.57,105,42.86
2464,346,258,224,74.57,119,50.64
2646,346,258,224,74.57,101,42.8
4748,346,258,224,74.57,69,29.36
5774,346,258,224,74.57,90,36.59
5809,346,258,224,74.57,101,42.8
6810,346,258,224,74.57,118,48.76
7161,346,258,224,74.57,126,50.2
7165,346,258,224,74.57,161,65.18
7167,346,258,224,74.57,117,47.37
7174,346,258,224,74.57,125,51.87
7583,346,258,224,74.57,89,36.33
7584,346,258,224,74.57,77,33.19
7585,346,258,224,74.57,64,26.34
7621,346,258,224,74.57,105,42.34
7628,346,258,224,74.57,102,40.48
7645,346,258,224,74.57,84,34.01
7654,346,258,224,74.57,112,45.16
8136,346,258,224,74.57,119,46.85
8154,346,258,224,74.57,109,43.6
630,338,252,224,74.56,144,59.5
633,338,252,224,74.56,132,54.77
1115,342,255,224,74.56,139,55.38
1292,338,252,224,74.56,119,48.37
1293,338,252,224,74.56,119,49.79
1469,338,252,224,74.56,123,49.8
